# converted from https://das.sdss.org/www/html/imaging/dr-byRun-99.html
#
# images are linked from
#    https://das.sdss.org/www/cgi-bin/wholeseg?RUN={run}&RERUN={rerun}&CAMCOL={cam}&DR=99
#
# direct images are:
#    http://das.sdss.org/raw/{run}/{rerun}/corr/{cam}/fpC-{run:5i}-{band}{cam}-{field:4i}.fit.gz
#
stripe,strip,run,rerun,MJD,node,inclination,cam1,cam2,cam3,cam4,cam5,cam6
82,N,7037,40,54382,95,0,1,2,3,4,5,6
82,S,7038,40,54382,95,0,1,2,3,4,5,6
82,N,7043,40,54383,95,0,1,2,3,4,5,6
82,N,7047,40,54384,95,0,1,2,3,4,5,6
82,S,7051,40,54385,95,0,1,2,3,4,5,6
82,N,7054,40,54386,95,0,1,2,3,4,5,6
82,S,7057,40,54387,95,0,1,2,3,4,5,6
82,N,7060,40,54388,95,0,1,2,3,4,5,6
82,S,7069,40,54390,95,0,1,2,3,4,5,6
82,S,7071,40,54390,95,0,1,2,3,4,5,6
82,S,7074,40,54391,95,0,1,2,3,4,5,6
82,S,7076,40,54392,95,0,1,2,3,4,5,6
82,N,7077,40,54392,95,0,1,2,3,4,5,6
82,N,7080,40,54393,95,0,1,2,3,4,5,6
82,N,7081,40,54393,95,0,1,2,3,4,5,6
82,S,7084,40,54394,95,0,1,2,3,4,5,6
82,N,7092,40,54396,95,0,1,2,3,4,5,6
82,N,7095,40,54396,95,0,1,2,3,4,5,6
82,S,7096,40,54396,95,0,1,2,3,4,5,6
82,S,7101,40,54402,95,0,1,2,3,4,5,6
82,N,7106,40,54403,95,0,1,2,3,4,5,6
82,S,7110,40,54404,95,0,1,2,3,4,5,6
82,N,7111,40,54404,95,0,1,2,3,4,5,6
82,N,7112,40,54404,95,0,1,2,3,4,5,6
82,N,7117,40,54405,95,0,1,2,3,4,5,6
82,N,7121,40,54406,95,0,1,2,3,4,5,6
82,S,7124,40,54407,95,0,1,2,3,4,5,6
82,S,7127,40,54408,95,0,1,2,3,4,5,6
82,N,7130,40,54409,95,0,1,2,3,4,5,6
82,S,7133,40,54409,95,0,1,2,3,4,5,6
82,S,7136,40,54411,95,0,1,2,3,4,5,6
82,N,7140,40,54412,95,0,1,2,3,4,5,6
82,N,7142,40,54412,95,0,1,2,3,4,5,6
82,S,7145,40,54413,95,0,1,2,3,4,5,6
82,N,7150,40,54415,95,0,1,2,3,4,5,6
82,S,7151,40,54415,95,0,1,2,3,4,5,6
82,S,7152,40,54415,95,0,1,2,3,4,5,6
82,N,7155,40,54416,95,0,1,2,3,4,5,6
82,S,7158,40,54417,95,0,1,2,3,4,5,6
82,S,7161,40,54418,95,0,1,2,3,4,5,6
82,N,7164,40,54419,95,0,1,2,3,4,5,6
82,N,7167,40,54420,95,0,1,2,3,4,5,6
82,N,7170,40,54421,95,0,1,2,3,4,5,6
82,S,7173,40,54422,95,0,1,2,3,4,5,6
82,N,7176,40,54423,95,0,1,2,3,4,5,6
82,N,7177,40,54423,95,0,1,2,3,4,5,6
1406,N,7178,40,54423,261.8522,331.2409,1,2,3,4,5,6
1406,N,7178,648,54423,261.8522,331.2409,1,2,3,4,5,6
82,S,7182,40,54424,95,0,1,2,3,4,5,6
82,S,7183,40,54424,95,0,1,2,3,4,5,6
1458,S,7185,40,54424,315.1389,328.784,1,2,3,4,5,6
82,N,7188,40,54425,95,0,1,2,3,4,5,6
82,N,7195,40,54431,95,0,1,2,3,4,5,6
82,N,7199,40,54432,95,0,1,2,3,4,5,6
82,N,7202,40,54433,95,0,1,2,3,4,5,6
293,N,7210,40,54438,344.6701,60.1,1,2,3,4,5,6
1458,N,7220,40,54400,315.1389,328.784,1,2,3,4,5,6
1458,S,7243,40,54453,315.1389,328.784,1,2,3,4,5,6
1356,N,7264,40,54466,225.9985,316.8564,1,2,3,4,5,6
1458,N,7265,40,54466,315.1389,328.784,1,2,3,4,5,6
